"","WordCount","SentimentGI","NegativityGI","PositivityGI","SentimentHE","NegativityHE","PositivityHE","SentimentLM","NegativityLM","PositivityLM","RatioUncertaintyLM","SentimentQDAP","NegativityQDAP","PositivityQDAP"
"11",159,0.113207547169811,0.0880503144654088,0.20125786163522,0.00628930817610063,0.00628930817610063,0.0125786163522013,-0.0125786163522013,0.0251572327044025,0.0125786163522013,0.0377358490566038,0.0314465408805031,0.0566037735849057,0.0880503144654088
"12",69,0.217391304347826,0.0289855072463768,0.246376811594203,0.0289855072463768,0.0144927536231884,0.0434782608695652,0.0144927536231884,0.0434782608695652,0.0579710144927536,0.0434782608695652,0.130434782608696,0.0144927536231884,0.144927536231884
"13",145,0.0758620689655172,0.0758620689655172,0.151724137931034,0.0206896551724138,0,0.0206896551724138,0.0137931034482759,0.0344827586206897,0.0482758620689655,0.0206896551724138,0.0344827586206897,0.0620689655172414,0.096551724137931
"14",1170,-0.0102564102564103,0.152136752136752,0.141880341880342,-0.000854700854700855,0.0153846153846154,0.0145299145299145,-0.0435897435897436,0.0675213675213675,0.0239316239316239,0.0435897435897436,-0.0341880341880342,0.141025641025641,0.106837606837607
"15",65,-0.0923076923076923,0.2,0.107692307692308,0.0153846153846154,0,0.0153846153846154,-0.0307692307692308,0.0615384615384615,0.0307692307692308,0,-0.0307692307692308,0.107692307692308,0.0769230769230769
"16",2448,0.0187908496732026,0.125,0.143790849673203,-0.000408496732026144,0.00980392156862745,0.00939542483660131,-0.0437091503267974,0.0580065359477124,0.014297385620915,0.0208333333333333,-0.0155228758169935,0.10906862745098,0.0935457516339869
"17",50,0.06,0.08,0.14,0,0.02,0.02,0,0.02,0.02,0,0.08,0.08,0.16
"18",37,0.0540540540540541,0.108108108108108,0.162162162162162,0.0540540540540541,0.027027027027027,0.0810810810810811,0.027027027027027,0.027027027027027,0.0540540540540541,0.027027027027027,0.0810810810810811,0.108108108108108,0.189189189189189
"19",58,0.0172413793103448,0.137931034482759,0.155172413793103,0.0344827586206897,0.0172413793103448,0.0517241379310345,0,0.0517241379310345,0.0517241379310345,0.0172413793103448,-0.0517241379310345,0.137931034482759,0.0862068965517241
"20",49,0.122448979591837,0.142857142857143,0.26530612244898,0.0612244897959184,0,0.0612244897959184,-0.0204081632653061,0.0816326530612245,0.0612244897959184,0.0408163265306122,0.204081632653061,0.0408163265306122,0.244897959183673
"21",173,0.0289017341040462,0.0867052023121387,0.115606936416185,0.0173410404624277,0.0173410404624277,0.0346820809248555,0.0173410404624277,0.023121387283237,0.0404624277456647,0.0173410404624277,0.0404624277456647,0.0404624277456647,0.0809248554913295
"22",24,0.0416666666666667,0.0416666666666667,0.0833333333333333,0,0,0,0,0,0,0.0416666666666667,0,0.0416666666666667,0.0416666666666667
"23",61,0.0819672131147541,0.0491803278688525,0.131147540983607,-0.0163934426229508,0.0163934426229508,0,0.0327868852459016,0,0.0327868852459016,0.0163934426229508,0.0983606557377049,0.0327868852459016,0.131147540983607
"24",88,0.193181818181818,0.0568181818181818,0.25,0.0568181818181818,0,0.0568181818181818,0,0.0568181818181818,0.0568181818181818,0.0227272727272727,0.125,0.0681818181818182,0.193181818181818
"25",102,-0.0196078431372549,0.0294117647058824,0.00980392156862745,0.00980392156862745,0,0.00980392156862745,0.00980392156862745,0,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.0294117647058824
"26",88,0.102272727272727,0.0909090909090909,0.193181818181818,0,0.0113636363636364,0.0113636363636364,0,0.0454545454545455,0.0454545454545455,0.0113636363636364,0.0227272727272727,0.0795454545454545,0.102272727272727
"27",45,0.111111111111111,0.111111111111111,0.222222222222222,0.0222222222222222,0.0222222222222222,0.0444444444444444,0.0222222222222222,0,0.0222222222222222,0,0.0888888888888889,0.0666666666666667,0.155555555555556
"28",117,-0.0341880341880342,0.111111111111111,0.0769230769230769,0.00854700854700855,0,0.00854700854700855,0,0.00854700854700855,0.00854700854700855,0,0.0427350427350427,0.0341880341880342,0.0769230769230769
"29",1819,0.100604727872457,0.0791643760307861,0.179769103903244,-0.00109950522264981,0.0175920835623969,0.0164925783397471,-0.0109950522264981,0.0258383727322705,0.0148433205057724,0.0494777350192413,-0.00164925783397471,0.0637713029136888,0.0621220450797141
"30",27,0.111111111111111,0.111111111111111,0.222222222222222,0.037037037037037,0,0.037037037037037,-0.037037037037037,0.0740740740740741,0.037037037037037,0,0.111111111111111,0.111111111111111,0.222222222222222
"31",31,0.0645161290322581,0.161290322580645,0.225806451612903,0,0.032258064516129,0.032258064516129,0,0.032258064516129,0.032258064516129,0,0.0645161290322581,0.0967741935483871,0.161290322580645
"32",83,0.180722891566265,0.0481927710843374,0.228915662650602,-0.0240963855421687,0.0240963855421687,0,-0.0602409638554217,0.0843373493975904,0.0240963855421687,0.036144578313253,0.108433734939759,0.0602409638554217,0.168674698795181
"33",7,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0
"34",87,0.0689655172413793,0.0804597701149425,0.149425287356322,0.0344827586206897,0,0.0344827586206897,0.0114942528735632,0.0459770114942529,0.0574712643678161,0.0114942528735632,0.0574712643678161,0.0804597701149425,0.137931034482759
"35",110,0.118181818181818,0.118181818181818,0.236363636363636,0.0181818181818182,0,0.0181818181818182,-0.0181818181818182,0.0818181818181818,0.0636363636363636,0.0454545454545455,0.172727272727273,0.0636363636363636,0.236363636363636
"36",31,0,0.129032258064516,0.129032258064516,0,0,0,-0.032258064516129,0.0645161290322581,0.032258064516129,0,0.032258064516129,0.0645161290322581,0.0967741935483871
"37",17,0.0588235294117647,0.0588235294117647,0.117647058823529,0,0,0,-0.0588235294117647,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.117647058823529
"38",52,0.0384615384615385,0.0384615384615385,0.0769230769230769,0,0,0,0,0,0,0,0.0384615384615385,0.0384615384615385,0.0769230769230769
"39",13,-0.0769230769230769,0.153846153846154,0.0769230769230769,-0.0769230769230769,0.0769230769230769,0,0,0.0769230769230769,0.0769230769230769,0.0769230769230769,-0.0769230769230769,0.153846153846154,0.0769230769230769
"40",364,0.0521978021978022,0.0769230769230769,0.129120879120879,0.00824175824175824,0,0.00824175824175824,-0.0192307692307692,0.0412087912087912,0.021978021978022,0.032967032967033,0.021978021978022,0.0604395604395604,0.0824175824175824
"41",27,0.0740740740740741,0.111111111111111,0.185185185185185,0,0,0,-0.148148148148148,0.185185185185185,0.037037037037037,0.111111111111111,0.0740740740740741,0.111111111111111,0.185185185185185
"42",353,0.0198300283286119,0.144475920679887,0.164305949008499,-0.0113314447592068,0.0254957507082153,0.0141643059490085,-0.0198300283286119,0.0424929178470255,0.0226628895184136,0.0198300283286119,0.0028328611898017,0.11614730878187,0.118980169971671
"43",13,0.307692307692308,0,0.307692307692308,0,0,0,0.153846153846154,0,0.153846153846154,0.0769230769230769,0.153846153846154,0,0.153846153846154
"44",2364,0.0135363790186125,0.127326565143824,0.140862944162437,-0.00211505922165821,0.0114213197969543,0.00930626057529611,-0.0236886632825719,0.0393401015228426,0.0156514382402707,0.0304568527918782,-0.0177664974619289,0.11336717428088,0.0956006768189509
"45",34,0.0882352941176471,0.0588235294117647,0.147058823529412,0.0294117647058824,0,0.0294117647058824,0.0294117647058824,0.0294117647058824,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0.117647058823529
"46",108,0.101851851851852,0.0833333333333333,0.185185185185185,0.00925925925925926,0,0.00925925925925926,-0.0185185185185185,0.0277777777777778,0.00925925925925926,0.00925925925925926,0.101851851851852,0.037037037037037,0.138888888888889
"47",3103,0.0029004189494038,0.122462133419272,0.125362552368675,0.00128907508862391,0.0116016757976152,0.0128907508862391,0.000644537544311956,0.0225588140509185,0.0232033515952304,0.0177247824685788,-0.0431840154689011,0.117305833064776,0.074121817595875
"48",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",76,0.0263157894736842,0.118421052631579,0.144736842105263,0,0,0,0,0,0,0.0263157894736842,0.0131578947368421,0.0789473684210526,0.0921052631578947
"51",151,0.0728476821192053,0.112582781456954,0.185430463576159,0.0198675496688742,0.00662251655629139,0.0264900662251656,-0.0198675496688742,0.0596026490066225,0.0397350993377483,0.0397350993377483,0.0463576158940397,0.0794701986754967,0.125827814569536
"52",470,0.140425531914894,0.0765957446808511,0.217021276595745,0.0297872340425532,0.0127659574468085,0.0425531914893617,0.025531914893617,0.0297872340425532,0.0553191489361702,0.00851063829787234,0.0723404255319149,0.0765957446808511,0.148936170212766
"53",974,0.0698151950718686,0.106776180698152,0.176591375770021,0.0112936344969199,0.0164271047227926,0.0277207392197125,-0.0328542094455852,0.0698151950718686,0.0369609856262834,0.0287474332648871,0.0451745379876797,0.0749486652977413,0.120123203285421
"54",242,0.0785123966942149,0.111570247933884,0.190082644628099,0.0206611570247934,0.00413223140495868,0.0247933884297521,0.00826446280991736,0.0206611570247934,0.0289256198347107,0.0495867768595041,0.12396694214876,0.0247933884297521,0.148760330578512
"55",6,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",69,0.130434782608696,0.0869565217391304,0.217391304347826,0.0144927536231884,0,0.0144927536231884,-0.0869565217391304,0.101449275362319,0.0144927536231884,0.0144927536231884,0.072463768115942,0.072463768115942,0.144927536231884
"57",692,-0.0115606936416185,0.164739884393064,0.153179190751445,0.0144508670520231,0.0130057803468208,0.0274566473988439,-0.069364161849711,0.0852601156069364,0.0158959537572254,0.0317919075144509,-0.0534682080924856,0.157514450867052,0.104046242774566
"58",57,0.192982456140351,0.105263157894737,0.298245614035088,0.0175438596491228,0,0.0175438596491228,0.0175438596491228,0.0350877192982456,0.0526315789473684,0.0526315789473684,0.157894736842105,0.0526315789473684,0.210526315789474
"59",583,0.0857632933104631,0.0754716981132075,0.161234991423671,0.00343053173241852,0.0120068610634648,0.0154373927958834,-0.0205831903945112,0.0445969125214408,0.0240137221269297,0.0171526586620926,0.0840480274442539,0.0463121783876501,0.130360205831904
"60",59,0.101694915254237,0.11864406779661,0.220338983050847,0,0,0,-0.0508474576271186,0.0677966101694915,0.0169491525423729,0.0169491525423729,0,0.11864406779661,0.11864406779661
"61",82,0.0731707317073171,0.146341463414634,0.219512195121951,0,0.024390243902439,0.024390243902439,-0.0121951219512195,0.0487804878048781,0.0365853658536585,0.0609756097560976,0.0609756097560976,0.0731707317073171,0.134146341463415
"62",53,0.0943396226415094,0.0754716981132075,0.169811320754717,0,0.0188679245283019,0.0188679245283019,0,0.0188679245283019,0.0188679245283019,0.0377358490566038,0.132075471698113,0.0377358490566038,0.169811320754717
"63",7,0.285714285714286,0,0.285714285714286,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0.285714285714286,0,0.285714285714286
"64",5,-0.2,0.2,0,0,0,0,0,0,0,0,0,0,0
"65",87,0.0344827586206897,0.0919540229885057,0.126436781609195,0.0229885057471264,0,0.0229885057471264,-0.0114942528735632,0.0229885057471264,0.0114942528735632,0.0574712643678161,0.0459770114942529,0.0344827586206897,0.0804597701149425
"66",81,0.111111111111111,0.148148148148148,0.259259259259259,0.037037037037037,0.0123456790123457,0.0493827160493827,-0.0123456790123457,0.0740740740740741,0.0617283950617284,0.0493827160493827,0.123456790123457,0.123456790123457,0.246913580246914
"67",98,0.0816326530612245,0.112244897959184,0.193877551020408,-0.0102040816326531,0.0204081632653061,0.0102040816326531,-0.0306122448979592,0.0714285714285714,0.0408163265306122,0.0510204081632653,0.0612244897959184,0.0714285714285714,0.13265306122449
"68",82,0.0121951219512195,0.0853658536585366,0.0975609756097561,0.0365853658536585,0.024390243902439,0.0609756097560976,0.0609756097560976,0.0121951219512195,0.0731707317073171,0.0487804878048781,0.0975609756097561,0.024390243902439,0.121951219512195
"69",17,0,0.0588235294117647,0.0588235294117647,0,0,0,-0.0588235294117647,0.0588235294117647,0,0.0588235294117647,0,0.0588235294117647,0.0588235294117647
"70",21,0,0.142857142857143,0.142857142857143,-0.0476190476190476,0.0952380952380952,0.0476190476190476,-0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.142857142857143,0.19047619047619
"71",94,-0.0319148936170213,0.159574468085106,0.127659574468085,0.0106382978723404,0.0106382978723404,0.0212765957446809,-0.0319148936170213,0.0531914893617021,0.0212765957446809,0.0531914893617021,-0.0638297872340425,0.117021276595745,0.0531914893617021
"72",442,0.0904977375565611,0.115384615384615,0.205882352941176,0.00904977375565611,0.00678733031674208,0.0158371040723982,-0.0203619909502262,0.0452488687782805,0.0248868778280543,0.00678733031674208,0.0904977375565611,0.0678733031674208,0.158371040723982
"73",391,0.061381074168798,0.112531969309463,0.173913043478261,0.00767263427109974,0.0153452685421995,0.0230179028132992,-0.0179028132992327,0.0537084398976982,0.0358056265984655,0.0179028132992327,0.0230179028132992,0.10230179028133,0.125319693094629
"74",154,-0.025974025974026,0.149350649350649,0.123376623376623,0,0.00649350649350649,0.00649350649350649,-0.0194805194805195,0.025974025974026,0.00649350649350649,0.025974025974026,0.0194805194805195,0.0779220779220779,0.0974025974025974
"75",153,0.0718954248366013,0.111111111111111,0.183006535947712,0.0196078431372549,0,0.0196078431372549,-0.0457516339869281,0.0588235294117647,0.0130718954248366,0.0326797385620915,0.0457516339869281,0.0915032679738562,0.137254901960784
"76",90,-0.0222222222222222,0.166666666666667,0.144444444444444,0,0.0111111111111111,0.0111111111111111,-0.0333333333333333,0.0555555555555556,0.0222222222222222,0,-0.0555555555555556,0.155555555555556,0.1
"77",13,-0.153846153846154,0.230769230769231,0.0769230769230769,0,0,0,-0.0769230769230769,0.0769230769230769,0,0,0,0.0769230769230769,0.0769230769230769
"78",24,0.0833333333333333,0.166666666666667,0.25,0.0416666666666667,0.0416666666666667,0.0833333333333333,-0.125,0.208333333333333,0.0833333333333333,0,0.125,0.166666666666667,0.291666666666667
"79",95,0.0315789473684211,0.115789473684211,0.147368421052632,-0.0315789473684211,0.0421052631578947,0.0105263157894737,-0.0315789473684211,0.0421052631578947,0.0105263157894737,0.0631578947368421,0.0421052631578947,0.0315789473684211,0.0736842105263158
"80",38,0.0789473684210526,0.0789473684210526,0.157894736842105,-0.0526315789473684,0.0526315789473684,0,-0.0263157894736842,0.0789473684210526,0.0526315789473684,0,0.0526315789473684,0.0789473684210526,0.131578947368421
"81",327,0.159021406727829,0.0519877675840979,0.211009174311927,0.0152905198776758,0.00611620795107034,0.0214067278287462,0.018348623853211,0.00305810397553517,0.0214067278287462,0.0214067278287462,0.134556574923547,0.0214067278287462,0.155963302752294
"82",15,0.266666666666667,0.0666666666666667,0.333333333333333,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0666666666666667,0.2,0.133333333333333,0.333333333333333
"83",125,-0.024,0.128,0.104,0.016,0.016,0.032,-0.056,0.08,0.024,0.016,-0.048,0.12,0.072
"84",11,0.181818181818182,0.0909090909090909,0.272727272727273,0,0,0,0,0,0,0,0.181818181818182,0.0909090909090909,0.272727272727273
"85",11,0.363636363636364,0,0.363636363636364,0,0,0,0.0909090909090909,0,0.0909090909090909,0,0.272727272727273,0,0.272727272727273
"86",33,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0.181818181818182,0,0.181818181818182
"87",39,-0.0256410256410256,0.102564102564103,0.0769230769230769,0,0,0,0,0,0,0,-0.0769230769230769,0.128205128205128,0.0512820512820513
"88",306,0.0588235294117647,0.0915032679738562,0.150326797385621,-0.00980392156862745,0.0261437908496732,0.0163398692810458,-0.042483660130719,0.0555555555555556,0.0130718954248366,0.0261437908496732,0.0130718954248366,0.0816993464052288,0.0947712418300654
"89",88,0.0909090909090909,0.102272727272727,0.193181818181818,0.0454545454545455,0,0.0454545454545455,0.0113636363636364,0.0454545454545455,0.0568181818181818,0.0795454545454545,0.113636363636364,0.0454545454545455,0.159090909090909
"90",29,0.137931034482759,0.0344827586206897,0.172413793103448,0.0689655172413793,0,0.0689655172413793,0,0.103448275862069,0.103448275862069,0.103448275862069,0.137931034482759,0.0689655172413793,0.206896551724138
"91",245,0.0897959183673469,0.114285714285714,0.204081632653061,0.00816326530612245,0,0.00816326530612245,0,0.0244897959183673,0.0244897959183673,0.00816326530612245,0.126530612244898,0.0489795918367347,0.175510204081633
"92",26,0.0769230769230769,0.0384615384615385,0.115384615384615,0,0,0,0.0384615384615385,0,0.0384615384615385,0.0384615384615385,0.115384615384615,0,0.115384615384615
"93",150,0.0933333333333333,0.0466666666666667,0.14,0,0.0133333333333333,0.0133333333333333,0.0266666666666667,0.0133333333333333,0.04,0.0133333333333333,0.0933333333333333,0.0133333333333333,0.106666666666667
"94",36,0.0833333333333333,0.0833333333333333,0.166666666666667,-0.0277777777777778,0.0555555555555556,0.0277777777777778,0,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0833333333333333,0.138888888888889
"95",25,0.08,0.12,0.2,0,0,0,0.08,0,0.08,0,0.24,0.04,0.28
"96",15,0.266666666666667,0,0.266666666666667,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0.266666666666667,0.0666666666666667,0.333333333333333
"97",12,0.25,0,0.25,0,0,0,0.0833333333333333,0,0.0833333333333333,0,0.166666666666667,0,0.166666666666667
"98",22,0.181818181818182,0,0.181818181818182,0,0,0,0.0454545454545455,0,0.0454545454545455,0.0909090909090909,0.181818181818182,0,0.181818181818182
"99",279,0.103942652329749,0.118279569892473,0.222222222222222,-0.00716845878136201,0.021505376344086,0.014336917562724,-0.046594982078853,0.0716845878136201,0.025089605734767,0.025089605734767,0.0896057347670251,0.0716845878136201,0.161290322580645
"100",84,0.0119047619047619,0.226190476190476,0.238095238095238,-0.0119047619047619,0.0119047619047619,0,-0.0595238095238095,0.0595238095238095,0,0,-0.0595238095238095,0.166666666666667,0.107142857142857
"101",127,0.078740157480315,0.15748031496063,0.236220472440945,0,0.0236220472440945,0.0236220472440945,-0.0078740157480315,0.062992125984252,0.0551181102362205,0.0551181102362205,0.0393700787401575,0.118110236220472,0.15748031496063
"102",15,0.333333333333333,0.0666666666666667,0.4,0,0,0,0,0,0,0,0.333333333333333,0.0666666666666667,0.4
"103",60,0.1,0.0833333333333333,0.183333333333333,0.0166666666666667,0,0.0166666666666667,-0.0166666666666667,0.0333333333333333,0.0166666666666667,0,0.0833333333333333,0.0666666666666667,0.15
"104",136,0.0588235294117647,0.102941176470588,0.161764705882353,0.0735294117647059,0,0.0735294117647059,0.0220588235294118,0.0514705882352941,0.0735294117647059,0.00735294117647059,0.0514705882352941,0.0955882352941176,0.147058823529412
"105",439,0.125284738041002,0.082004555808656,0.207289293849658,0.0136674259681093,0.00455580865603645,0.0182232346241458,0.00911161731207289,0.0250569476082005,0.0341685649202733,0.0182232346241458,0.116173120728929,0.0387243735763098,0.154897494305239
"106",112,-0.0267857142857143,0.178571428571429,0.151785714285714,0,0,0,-0.0446428571428571,0.0535714285714286,0.00892857142857143,0.0178571428571429,-0.0267857142857143,0.107142857142857,0.0803571428571429
"107",25,0.2,0,0.2,0,0,0,-0.04,0.04,0,0.04,0.2,0,0.2
"108",78,-0.0256410256410256,0.115384615384615,0.0897435897435897,0,0.0128205128205128,0.0128205128205128,-0.0384615384615385,0.0512820512820513,0.0128205128205128,0.0128205128205128,-0.0641025641025641,0.115384615384615,0.0512820512820513
"109",16,0.3125,0,0.3125,0,0,0,0.125,0,0.125,0,0.1875,0,0.1875
"110",219,0.0593607305936073,0.114155251141553,0.17351598173516,0.0091324200913242,0.0136986301369863,0.0228310502283105,0.0045662100456621,0.0319634703196347,0.0365296803652968,0.0136986301369863,0.118721461187215,0.0410958904109589,0.159817351598174
"111",72,0.0833333333333333,0.0972222222222222,0.180555555555556,0,0.0138888888888889,0.0138888888888889,0,0.0138888888888889,0.0138888888888889,0.0416666666666667,0.0972222222222222,0.0277777777777778,0.125
"112",85,0.0235294117647059,0.0588235294117647,0.0823529411764706,0,0,0,0.0117647058823529,0,0.0117647058823529,0.0117647058823529,-0.0235294117647059,0.0705882352941176,0.0470588235294118
"113",401,0.0698254364089776,0.129675810473815,0.199501246882793,-0.00498753117206983,0.00997506234413965,0.00498753117206983,-0.0399002493765586,0.057356608478803,0.0174563591022444,0.0249376558603491,-0.00498753117206983,0.112219451371571,0.107231920199501
"114",70,0.0571428571428571,0.0857142857142857,0.142857142857143,0.0428571428571429,0,0.0428571428571429,-0.0571428571428571,0.0714285714285714,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0857142857142857,0.1
"115",13,0.0769230769230769,0.0769230769230769,0.153846153846154,0,0,0,0,0,0,0,0.0769230769230769,0,0.0769230769230769
"116",298,0.0906040268456376,0.114093959731544,0.204697986577181,0.0369127516778524,0.0100671140939597,0.0469798657718121,-0.0369127516778524,0.0536912751677852,0.0167785234899329,0,0.12751677852349,0.0503355704697987,0.177852348993289
"117",315,-0.0126984126984127,0.101587301587302,0.0888888888888889,-0.00317460317460317,0.0126984126984127,0.00952380952380952,-0.0222222222222222,0.0317460317460317,0.00952380952380952,0.0285714285714286,0.00634920634920635,0.0666666666666667,0.073015873015873
"118",5,-0.2,0.2,0,0,0,0,0,0,0,0,-0.2,0.2,0
"119",112,0.151785714285714,0.0357142857142857,0.1875,0.0357142857142857,0.0178571428571429,0.0535714285714286,0.0357142857142857,0.00892857142857143,0.0446428571428571,0.0178571428571429,0.107142857142857,0.0267857142857143,0.133928571428571
"120",6,-0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0
"121",20,0.15,0.1,0.25,0,0,0,-0.05,0.05,0,0,0.2,0.05,0.25
"122",36,-0.138888888888889,0.277777777777778,0.138888888888889,0,0,0,-0.0555555555555556,0.0555555555555556,0,0.0555555555555556,0.0833333333333333,0.111111111111111,0.194444444444444
"123",188,0,0.122340425531915,0.122340425531915,0.0265957446808511,0,0.0265957446808511,-0.0212765957446809,0.0638297872340425,0.0425531914893617,0.0106382978723404,0.0372340425531915,0.0585106382978723,0.0957446808510638
"124",62,0.112903225806452,0.0645161290322581,0.17741935483871,0,0,0,-0.032258064516129,0.0483870967741935,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0645161290322581,0.0967741935483871
"125",60,0.0166666666666667,0.133333333333333,0.15,0.0166666666666667,0,0.0166666666666667,-0.0166666666666667,0.0333333333333333,0.0166666666666667,0.0333333333333333,0.0666666666666667,0.0666666666666667,0.133333333333333
"126",36,0.222222222222222,0.0555555555555556,0.277777777777778,0,0,0,-0.111111111111111,0.111111111111111,0,0.0277777777777778,0.305555555555556,0,0.305555555555556
"127",97,0.164948453608247,0.0412371134020619,0.206185567010309,0.0206185567010309,0.0206185567010309,0.0412371134020619,0.0206185567010309,0.0309278350515464,0.0515463917525773,0.0309278350515464,0.123711340206186,0.0309278350515464,0.154639175257732
"128",77,0.181818181818182,0.025974025974026,0.207792207792208,0.051948051948052,0,0.051948051948052,0.025974025974026,0.012987012987013,0.038961038961039,0.038961038961039,0.0779220779220779,0.038961038961039,0.116883116883117
"129",161,-0.062111801242236,0.211180124223602,0.149068322981366,0.0062111801242236,0.0062111801242236,0.0124223602484472,0.0186335403726708,0,0.0186335403726708,0,-0.105590062111801,0.149068322981366,0.0434782608695652
"130",55,0.236363636363636,0.0545454545454545,0.290909090909091,0.0363636363636364,0,0.0363636363636364,0.0545454545454545,0.0363636363636364,0.0909090909090909,0.0545454545454545,0.254545454545455,0.0181818181818182,0.272727272727273
"131",47,-0.0638297872340425,0.234042553191489,0.170212765957447,0.0212765957446809,0,0.0212765957446809,-0.0425531914893617,0.0638297872340425,0.0212765957446809,0.0212765957446809,0,0.170212765957447,0.170212765957447
"132",63,0.111111111111111,0.0793650793650794,0.19047619047619,0.0476190476190476,0,0.0476190476190476,0.0317460317460317,0.0158730158730159,0.0476190476190476,0.0634920634920635,0.142857142857143,0.0476190476190476,0.19047619047619
"133",372,0.10752688172043,0.0806451612903226,0.188172043010753,0.0161290322580645,0.021505376344086,0.0376344086021505,0.0376344086021505,0.0161290322580645,0.0537634408602151,0.0161290322580645,0.0645161290322581,0.0483870967741935,0.112903225806452
"134",64,-0.0625,0.203125,0.140625,0,0.015625,0.015625,-0.03125,0.0625,0.03125,0.015625,-0.015625,0.125,0.109375
"135",58,0.172413793103448,0.0344827586206897,0.206896551724138,0.0344827586206897,0,0.0344827586206897,-0.0172413793103448,0.0517241379310345,0.0344827586206897,0.0172413793103448,0.172413793103448,0,0.172413793103448
"136",24,0.25,0,0.25,0.0416666666666667,0,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0833333333333333,0,0.166666666666667,0.0416666666666667,0.208333333333333
"137",18,0.333333333333333,0.166666666666667,0.5,0.0555555555555556,0.0555555555555556,0.111111111111111,0.0555555555555556,0.0555555555555556,0.111111111111111,0.222222222222222,0.277777777777778,0.166666666666667,0.444444444444444
"138",103,0.116504854368932,0.12621359223301,0.242718446601942,0.00970873786407767,0,0.00970873786407767,-0.0194174757281553,0.0388349514563107,0.0194174757281553,0.058252427184466,0.145631067961165,0.058252427184466,0.203883495145631
"139",157,0.0573248407643312,0.0700636942675159,0.127388535031847,-0.0127388535031847,0.0191082802547771,0.00636942675159236,-0.0509554140127389,0.0573248407643312,0.00636942675159236,0,0.0445859872611465,0.0573248407643312,0.101910828025478
"140",34,0.0588235294117647,0.117647058823529,0.176470588235294,0.0588235294117647,0,0.0588235294117647,-0.0294117647058824,0.0588235294117647,0.0294117647058824,0.0588235294117647,0.0882352941176471,0.0294117647058824,0.117647058823529
"141",54,0.388888888888889,0.0185185185185185,0.407407407407407,0.0185185185185185,0,0.0185185185185185,0,0.0555555555555556,0.0555555555555556,0.0185185185185185,0.296296296296296,0,0.296296296296296
